id,source
ParlaMint-NO_2003-11-26,s031126
ParlaMint-NO_2003-12-15-upper,l031215
ParlaMint-NO_2004-06-08-lower,o040608
ParlaMint-NO_2003-10-01-upper,l031001
ParlaMint-NO_2004-05-13-2,s040513k
ParlaMint-NO_2003-12-02,s031202
ParlaMint-NO_2004-04-29,s040429
ParlaMint-NO_2004-03-30-upper,l040330
ParlaMint-NO_2004-06-02-lower,o040602
ParlaMint-NO_2003-10-06-2,s031006k
ParlaMint-NO_2004-02-26,s040226
ParlaMint-NO_2003-12-04,s031204
ParlaMint-NO_2003-11-05,s031105
ParlaMint-NO_2004-09-30,s040930
ParlaMint-NO_2003-11-06-lower,o031106
ParlaMint-NO_2004-06-15-2,s040615k
ParlaMint-NO_2004-03-09-lower,o040309
ParlaMint-NO_2003-12-16,s031216
ParlaMint-NO_2004-02-12-lower,o040212
ParlaMint-NO_2006-05-04,s060504
ParlaMint-NO_2004-04-02,s040402
ParlaMint-NO_2004-06-17-upper,l040617
ParlaMint-NO_2004-12-15,s041215
ParlaMint-NO_2004-06-10-lower,o040610
ParlaMint-NO_2004-01-15-lower,o040115
ParlaMint-NO_2004-05-19,s040519
ParlaMint-NO_2004-05-28-lower,o040528
ParlaMint-NO_2004-06-15,s040615
ParlaMint-NO_2004-06-04,s040604
ParlaMint-NO_2004-06-08,s040608
ParlaMint-NO_2003-12-03,s031203
ParlaMint-NO_2004-03-22,s040322
ParlaMint-NO_2004-05-11,s040511
ParlaMint-NO_2004-06-14-2,s040614k
ParlaMint-NO_2003-12-08,s031208
ParlaMint-NO_2003-11-04,s031104
ParlaMint-NO_2004-02-06,s040206
ParlaMint-NO_2003-10-08,s031008
ParlaMint-NO_2004-03-04,s040304
ParlaMint-NO_2004-06-14-lower,o040614
ParlaMint-NO_2004-06-11-lower,o040611
ParlaMint-NO_2003-11-12,s031112
ParlaMint-NO_2004-04-28,s040428
ParlaMint-NO_2004-06-15-lower,o040615
ParlaMint-NO_2003-12-09-upper,l031209
ParlaMint-NO_2004-05-18,s040518
ParlaMint-NO_2003-12-15-lower,o031215
ParlaMint-NO_2004-01-14,s040114
ParlaMint-NO_2003-11-19,s031119
ParlaMint-NO_2004-05-04-upper,l040504
ParlaMint-NO_2004-06-10,s040610
ParlaMint-NO_2004-06-04-lower,o040604
ParlaMint-NO_2003-11-27-2,s031127k
ParlaMint-NO_2004-02-11,s040211
ParlaMint-NO_2004-03-31,s040331
ParlaMint-NO_2004-06-17,s040617
ParlaMint-NO_2004-06-09,s040609
ParlaMint-NO_2003-12-08-2,s031208k
ParlaMint-NO_2004-03-24,s040324
ParlaMint-NO_2003-11-07,s031107
ParlaMint-NO_2003-10-06,s031006
ParlaMint-NO_2004-04-01,s040401
ParlaMint-NO_2004-06-14,s040614
ParlaMint-NO_2004-06-01,s040601
ParlaMint-NO_2003-11-20-upper,l031120
ParlaMint-NO_2004-05-27-lower,o040527
ParlaMint-NO_2003-12-15,s031215
ParlaMint-NO_2004-06-16,s040616
ParlaMint-NO_2004-03-09-2,s040309k
ParlaMint-NO_2004-06-11,s040611
ParlaMint-NO_2004-03-11-2,s040311k
ParlaMint-NO_2003-10-15,s031015
ParlaMint-NO_2004-06-07,s040607
ParlaMint-NO_2003-11-11,s031111
ParlaMint-NO_2003-11-27-upper-2,l031127k
ParlaMint-NO_2004-05-18-2,s040518k
ParlaMint-NO_2004-02-12-upper,l040212
ParlaMint-NO_2004-06-18-upper,l040618
ParlaMint-NO_2004-03-11,s040311
ParlaMint-NO_2003-11-18-lower,o031118
ParlaMint-NO_2003-12-17,s031217
ParlaMint-NO_2004-01-27,s040127
ParlaMint-NO_2004-01-15,s040115
ParlaMint-NO_2004-05-04,s040504
ParlaMint-NO_2003-10-23-lower,o031023
ParlaMint-NO_2004-06-15-upper,l040615
ParlaMint-NO_2004-03-10,s040310
ParlaMint-NO_2003-10-21,s031021
ParlaMint-NO_2004-02-05,s040205
ParlaMint-NO_2004-04-27-lower,o040427
ParlaMint-NO_2003-10-22,s031022
ParlaMint-NO_2003-10-02,s031002
ParlaMint-NO_2004-04-27,s040427
ParlaMint-NO_2004-03-12,s040312
ParlaMint-NO_2003-12-10,s031210
ParlaMint-NO_2004-02-05-lower,o040205
ParlaMint-NO_2004-05-25,s040525
ParlaMint-NO_2003-11-11-lower,o031111
ParlaMint-NO_2003-12-09-lower,o031209
ParlaMint-NO_2004-06-10-upper,l040610
ParlaMint-NO_2004-02-26-lower,o040226
ParlaMint-NO_2003-12-11,s031211
ParlaMint-NO_2003-10-01,s031001
ParlaMint-NO_2004-06-09-lower,o040609
ParlaMint-NO_2004-05-12,s040512
ParlaMint-NO_2003-12-10-lower,o031210
ParlaMint-NO_2004-04-22,s040422
ParlaMint-NO_2004-04-27-upper,l040427
ParlaMint-NO_2004-02-10,s040210
ParlaMint-NO_2004-01-07,s040107
ParlaMint-NO_2003-10-23,s031023
ParlaMint-NO_2004-01-29,s040129
ParlaMint-NO_2004-03-02-upper,l040302
ParlaMint-NO_2004-06-03,s040603
ParlaMint-NO_2004-05-13,s040513
ParlaMint-NO_2003-11-13-lower,o031113
ParlaMint-NO_2004-04-23-lower,o040423
ParlaMint-NO_2004-06-02,s040602
ParlaMint-NO_2003-12-18-upper,l031218
ParlaMint-NO_2004-05-13-lower,o040513
ParlaMint-NO_2003-12-18,s031218
ParlaMint-NO_2004-03-03,s040303
ParlaMint-NO_2003-11-20,s031120
ParlaMint-NO_2004-06-18,s040618
ParlaMint-NO_2003-11-27-lower-2,o031127k
ParlaMint-NO_2004-02-04,s040204
ParlaMint-NO_2004-03-05,s040305
ParlaMint-NO_2003-10-16,s031016
ParlaMint-NO_2004-06-03-lower,o040603
ParlaMint-NO_2003-11-20-lower,o031120
ParlaMint-NO_2003-12-15-2,s031215k
ParlaMint-NO_2003-12-02-lower-2,o031202k
ParlaMint-NO_2004-05-11-lower,o040511
ParlaMint-NO_2004-09-30-lower,o040930
ParlaMint-NO_2003-11-21,s031121
ParlaMint-NO_2003-11-25,s031125
ParlaMint-NO_2004-01-29-2,s040129k
ParlaMint-NO_2004-06-08-2,s040608k
ParlaMint-NO_2004-05-06-lower,o040506
ParlaMint-NO_2003-12-11-lower,o031211
ParlaMint-NO_2004-03-11-lower,o040311
ParlaMint-NO_2003-11-28,s031128
ParlaMint-NO_2004-03-12-lower,o040312
ParlaMint-NO_2004-02-25,s040225
ParlaMint-NO_2004-04-21,s040421
ParlaMint-NO_2004-04-23,s040423
ParlaMint-NO_2003-11-18,s031118
ParlaMint-NO_2003-11-27,s031127
ParlaMint-NO_2000-12-18,s001218
ParlaMint-NO_2001-06-07,s010607
ParlaMint-NO_2001-02-13-lower,o010213
ParlaMint-NO_2000-12-01-lower,o001201
ParlaMint-NO_2001-03-15,s010315
ParlaMint-NO_2001-05-08-lower-2,o010508k
ParlaMint-NO_2000-12-15,s001215
ParlaMint-NO_2001-05-29-lower-2,o010529k
ParlaMint-NO_2001-05-21,s010521
ParlaMint-NO_2001-03-06,s010306
ParlaMint-NO_2000-10-25,s001025
ParlaMint-NO_2001-05-15-2,s010515k
ParlaMint-NO_2001-01-18-lower,o010118
ParlaMint-NO_2000-11-24,s001124
ParlaMint-NO_2001-06-05-lower-2,o010605k
ParlaMint-NO_2000-12-13-upper,l001213
ParlaMint-NO_2001-04-26-2,s010426k
ParlaMint-NO_2001-06-12-2,s010612k
ParlaMint-NO_2001-02-14,s010214
ParlaMint-NO_2001-04-06,s010406
ParlaMint-NO_2000-11-27-2,s001127k
ParlaMint-NO_2001-03-22,s010322
ParlaMint-NO_2001-05-28-lower-2,o010528k
ParlaMint-NO_2001-05-22,s010522
ParlaMint-NO_2001-05-30-lower,o010530
ParlaMint-NO_2000-11-30-upper,l001130
ParlaMint-NO_2001-05-28-lower,o010528
ParlaMint-NO_2001-03-20,s010320
ParlaMint-NO_2001-02-20-upper,l010220
ParlaMint-NO_2000-12-07,s001207
ParlaMint-NO_2001-03-29,s010329
ParlaMint-NO_2001-02-13,s010213
ParlaMint-NO_2001-03-27,s010327
ParlaMint-NO_2000-12-07-lower,o001207
ParlaMint-NO_2001-03-21,s010321
ParlaMint-NO_2001-04-23-2,s010423k
ParlaMint-NO_2001-05-08,s010508
ParlaMint-NO_2001-05-14-lower-2,o010514k
ParlaMint-NO_2001-02-21,s010221
ParlaMint-NO_2001-03-06-lower,o010306
ParlaMint-NO_2001-03-01,s010301
ParlaMint-NO_2001-06-13-2,s010613k
ParlaMint-NO_2001-03-28,s010328
ParlaMint-NO_2000-11-14-2,s001114k
ParlaMint-NO_2000-10-31-upper,l001031
ParlaMint-NO_2001-05-15,s010515
ParlaMint-NO_2001-02-20-lower,o010220
ParlaMint-NO_2001-05-29-lower,o010529
ParlaMint-NO_2001-05-28,s010528
ParlaMint-NO_2001-04-05,s010405
ParlaMint-NO_2001-06-11,s010611
ParlaMint-NO_2000-12-13,s001213
ParlaMint-NO_2001-06-14-2,s010614k
ParlaMint-NO_2001-03-05-2,s010305k
ParlaMint-NO_2000-10-02-lower,o001002
ParlaMint-NO_2000-11-16-lower,o001116
ParlaMint-NO_2000-12-18-upper,l001218
ParlaMint-NO_2000-10-03,s001003
ParlaMint-NO_2000-12-04,s001204
ParlaMint-NO_2001-05-03-upper,l010503
ParlaMint-NO_2001-03-07,s010307
ParlaMint-NO_2001-02-15-2,s010215k
ParlaMint-NO_2000-12-07-lower-2,o001207k
ParlaMint-NO_2001-01-10,s010110
ParlaMint-NO_2000-11-23,s001123
ParlaMint-NO_2000-11-30-lower,o001130
ParlaMint-NO_2001-05-03-lower-2,o010503k
ParlaMint-NO_2001-05-29,s010529
ParlaMint-NO_2001-05-22-2,s010522k
ParlaMint-NO_2000-10-02-upper,l001002
ParlaMint-NO_2000-11-17,s001117
ParlaMint-NO_2001-06-01,s010601
ParlaMint-NO_2000-11-01,s001101
ParlaMint-NO_2001-06-15-lower-2,o010615k
ParlaMint-NO_2001-01-24,s010124
ParlaMint-NO_2001-03-30-lower,o010330
ParlaMint-NO_2001-04-23-lower-2,o010423k
ParlaMint-NO_2001-03-20-upper,l010320
ParlaMint-NO_2000-12-06-lower,o001206
ParlaMint-NO_2001-04-26-lower-2,o010426k
ParlaMint-NO_2001-03-22-lower,o010322
ParlaMint-NO_2001-05-31,s010531
ParlaMint-NO_2001-06-08,s010608
ParlaMint-NO_2000-12-19,s001219
ParlaMint-NO_2001-06-11-2,s010611k
ParlaMint-NO_2001-05-09,s010509
ParlaMint-NO_2001-02-08,s010208
ParlaMint-NO_2000-12-12-2,s001212k
ParlaMint-NO_2001-04-25,s010425
ParlaMint-NO_2000-10-11,s001011
ParlaMint-NO_2001-04-05-upper,l010405
ParlaMint-NO_2001-01-17,s010117
ParlaMint-NO_2000-12-05,s001205
ParlaMint-NO_2000-10-10,s001010
ParlaMint-NO_2000-12-12,s001212
ParlaMint-NO_2000-11-23-lower,o001123
ParlaMint-NO_2001-02-28,s010228
ParlaMint-NO_2001-01-11,s010111
ParlaMint-NO_2001-02-22-lower,o010222
ParlaMint-NO_2001-03-27-lower,o010327
ParlaMint-NO_2001-02-27,s010227
ParlaMint-NO_2001-01-25-lower,o010125
ParlaMint-NO_2000-11-14,s001114
ParlaMint-NO_2001-04-05-lower-2,o010405k
ParlaMint-NO_2001-02-22,s010222
ParlaMint-NO_2000-12-12-lower-2,o001212k
ParlaMint-NO_2001-06-06,s010606
ParlaMint-NO_2001-06-12,s010612
ParlaMint-NO_2000-11-03-lower,o001103
ParlaMint-NO_2000-12-01,s001201
ParlaMint-NO_2000-11-28-2,s001128k
ParlaMint-NO_2001-03-01-upper,l010301
ParlaMint-NO_2000-10-19,s001019
ParlaMint-NO_2001-06-07-lower,o010607
ParlaMint-NO_2000-10-10-2,s001010k
ParlaMint-NO_2000-11-28,s001128
ParlaMint-NO_2001-05-14,s010514
ParlaMint-NO_2000-10-19-lower,o001019
ParlaMint-NO_2000-11-24-lower,o001124
ParlaMint-NO_2001-06-11-lower,o010611
ParlaMint-NO_2001-03-30,s010330
ParlaMint-NO_2001-06-15,s010615
ParlaMint-NO_2000-11-02,s001102
ParlaMint-NO_2001-04-23,s010423
ParlaMint-NO_2001-05-16,s010516
ParlaMint-NO_2000-12-06,s001206
ParlaMint-NO_2001-06-05-2,s010605k
ParlaMint-NO_2000-12-14,s001214
ParlaMint-NO_2000-12-08,s001208
ParlaMint-NO_2000-10-12-lower,o001012
ParlaMint-NO_2001-02-09,s010209
ParlaMint-NO_2001-03-20-lower,o010320
ParlaMint-NO_2001-05-14-2,s010514k
ParlaMint-NO_2001-05-02,s010502
ParlaMint-NO_2001-02-13-2,s010213k
ParlaMint-NO_2001-02-01,s010201
ParlaMint-NO_2001-06-01-lower,o010601
ParlaMint-NO_2000-12-14-lower,o001214
ParlaMint-NO_2000-10-26,s001026
ParlaMint-NO_2001-05-31-2,s010531k
ParlaMint-NO_2000-11-22,s001122
ParlaMint-NO_2001-06-13,s010613
ParlaMint-NO_2001-01-18,s010118
ParlaMint-NO_2001-06-13-upper,l010613
ParlaMint-NO_2001-05-21-lower-2,o010521k
ParlaMint-NO_2001-05-30,s010530
ParlaMint-NO_2001-03-29-2,s010329k
ParlaMint-NO_2000-10-18,s001018
ParlaMint-NO_2001-05-03,s010503
ParlaMint-NO_2001-01-31,s010131
ParlaMint-NO_2000-10-12,s001012
ParlaMint-NO_2001-05-10,s010510
ParlaMint-NO_2001-05-23,s010523
ParlaMint-NO_2000-10-26-lower,o001026
ParlaMint-NO_2001-06-05,s010605
ParlaMint-NO_2001-02-27-lower,o010227
ParlaMint-NO_2000-11-27,s001127
ParlaMint-NO_2001-02-09-lower,o010209
ParlaMint-NO_2000-11-03,s001103
ParlaMint-NO_2000-10-20,s001020
ParlaMint-NO_2001-05-29-upper,l010529
ParlaMint-NO_2001-03-14,s010314
ParlaMint-NO_2001-04-24-lower,o010424
ParlaMint-NO_2001-04-24,s010424
ParlaMint-NO_2000-10-31,s001031
ParlaMint-NO_2001-06-07-upper,l010607
ParlaMint-NO_2000-10-04,s001004
ParlaMint-NO_2000-11-29,s001129
ParlaMint-NO_2001-01-30,s010130
ParlaMint-NO_2000-11-23-upper,l001123
ParlaMint-NO_2001-03-01-lower,o010301
ParlaMint-NO_2001-04-26-upper,l010426
ParlaMint-NO_2000-11-16,s001116
ParlaMint-NO_2001-06-15-upper,l010615
ParlaMint-NO_2001-01-19,s010119
ParlaMint-NO_2001-02-20,s010220
ParlaMint-NO_2001-02-15,s010215
ParlaMint-NO_2001-04-26,s010426
ParlaMint-NO_2001-01-25,s010125
ParlaMint-NO_2001-03-05,s010305
ParlaMint-NO_2001-01-23,s010123
ParlaMint-NO_2000-11-15,s001115
ParlaMint-NO_2001-04-04,s010404
ParlaMint-NO_2001-06-14,s010614
ParlaMint-NO_2001-03-15-lower,o010315
ParlaMint-NO_2001-06-06-lower,o010606
ParlaMint-NO_2001-06-07-lower-2,o010607k
ParlaMint-NO_2000-11-14-lower,o001114
ParlaMint-NO_2001-02-07,s010207
ParlaMint-NO_2001-04-04-lower,o010404
ParlaMint-NO_2000-12-11,s001211
ParlaMint-NO_2000-10-02,s001002
ParlaMint-NO_2000-11-30,s001130
ParlaMint-NO_2000-12-07-upper,l001207
ParlaMint-NO_2007-11-13-2,s071113k
ParlaMint-NO_2007-12-11,s071211
ParlaMint-NO_2008-01-15,s080115
ParlaMint-NO_2008-06-09,s080609
ParlaMint-NO_2008-09-30,s080930
ParlaMint-NO_2008-05-28,s080528
ParlaMint-NO_2008-09-25-upper,l080925
ParlaMint-NO_2007-12-06-lower,o071206
ParlaMint-NO_2007-10-09,s071009
ParlaMint-NO_2007-10-10,s071010
ParlaMint-NO_2008-06-04,s080604
ParlaMint-NO_2008-01-17-lower,o080117
ParlaMint-NO_2008-06-11-lower-2,o080611k
ParlaMint-NO_2008-03-06-lower,o080306
ParlaMint-NO_2007-10-23-upper,l071023
ParlaMint-NO_2007-12-04-lower,o071204
ParlaMint-NO_2007-12-14,s071214
ParlaMint-NO_2008-05-08-2,s080508k
ParlaMint-NO_2008-04-28-lower,o080428
ParlaMint-NO_2008-04-29-lower,o080429
ParlaMint-NO_2008-06-17-upper,l080617
ParlaMint-NO_2008-09-22,s080922
ParlaMint-NO_2008-01-29-upper,l080129
ParlaMint-NO_2008-04-22,s080422
ParlaMint-NO_2008-04-03-2,s080403k
ParlaMint-NO_2008-04-01,s080401
ParlaMint-NO_2008-09-22-lower,o080922
ParlaMint-NO_2007-11-27,s071127
ParlaMint-NO_2008-04-24,s080424
ParlaMint-NO_2008-09-30-lower,o080930
ParlaMint-NO_2008-03-06,s080306
ParlaMint-NO_2008-06-18,s080618
ParlaMint-NO_2007-12-06-upper,l071206
ParlaMint-NO_2008-06-04-lower,o080604
ParlaMint-NO_2008-05-23-lower,o080523
ParlaMint-NO_2007-12-11-2,s071211k
ParlaMint-NO_2007-10-01,s071001
ParlaMint-NO_2007-12-03,s071203
ParlaMint-NO_2007-10-04,s071004
ParlaMint-NO_2008-03-12,s080312
ParlaMint-NO_2008-06-02,s080602
ParlaMint-NO_2007-11-07,s071107
ParlaMint-NO_2007-12-13-upper,l071213
ParlaMint-NO_2008-05-20-lower,o080520
ParlaMint-NO_2007-12-07,s071207
ParlaMint-NO_2008-05-06,s080506
ParlaMint-NO_2008-01-17,s080117
ParlaMint-NO_2008-03-03,s080303
ParlaMint-NO_2008-01-28,s080128
ParlaMint-NO_2007-11-06,s071106
ParlaMint-NO_2008-05-09,s080509
ParlaMint-NO_2008-06-17-2,s080617k
ParlaMint-NO_2008-05-22,s080522
ParlaMint-NO_2007-11-15-lower,o071115
ParlaMint-NO_2007-11-08-lower,o071108
ParlaMint-NO_2007-10-01-lower,o071001
ParlaMint-NO_2008-02-12,s080212
ParlaMint-NO_2008-05-30,s080530
ParlaMint-NO_2008-05-27-lower,o080527
ParlaMint-NO_2007-11-29,s071129
ParlaMint-NO_2008-04-09,s080409
ParlaMint-NO_2008-06-20-upper,l080620
ParlaMint-NO_2008-03-04-2,s080304k
ParlaMint-NO_2008-04-29-upper,l080429
ParlaMint-NO_2007-12-10,s071210
ParlaMint-NO_2008-06-17,s080617
ParlaMint-NO_2008-02-26,s080226
ParlaMint-NO_2007-12-12,s071212
ParlaMint-NO_2007-12-05-lower,o071205
ParlaMint-NO_2007-12-06-2,s071206k
ParlaMint-NO_2007-12-04,s071204
ParlaMint-NO_2007-11-28,s071128
ParlaMint-NO_2007-11-08,s071108
ParlaMint-NO_2008-04-04,s080404
ParlaMint-NO_2008-02-05,s080205
ParlaMint-NO_2008-04-28,s080428
ParlaMint-NO_2008-03-04-lower,o080304
ParlaMint-NO_2008-05-06-2,s080506k
ParlaMint-NO_2007-12-14-lower,o071214
ParlaMint-NO_2007-11-13,s071113
ParlaMint-NO_2007-10-17,s071017
ParlaMint-NO_2008-05-29-lower,o080529
ParlaMint-NO_2008-02-27,s080227
ParlaMint-NO_2008-02-28-upper,l080228
ParlaMint-NO_2007-12-17,s071217
ParlaMint-NO_2008-04-08-upper,l080408
ParlaMint-NO_2007-12-18,s071218
ParlaMint-NO_2008-02-14,s080214
ParlaMint-NO_2008-05-07,s080507
ParlaMint-NO_2008-03-05,s080305
ParlaMint-NO_2007-11-29-lower,o071129
ParlaMint-NO_2007-11-20,s071120
ParlaMint-NO_2008-04-30,s080430
ParlaMint-NO_2007-12-13-lower,o071213
ParlaMint-NO_2008-01-10-lower,o080110
ParlaMint-NO_2008-04-07,s080407
ParlaMint-NO_2007-10-04-2,s071004k
ParlaMint-NO_2008-04-02,s080402
ParlaMint-NO_2007-10-18,s071018
ParlaMint-NO_2008-02-06,s080206
ParlaMint-NO_2008-05-20,s080520
ParlaMint-NO_2008-04-23,s080423
ParlaMint-NO_2007-10-02,s071002
ParlaMint-NO_2007-12-13,s071213
ParlaMint-NO_2008-05-23,s080523
ParlaMint-NO_2007-11-27-2,s071127k
ParlaMint-NO_2008-06-16,s080616
ParlaMint-NO_2008-06-05-upper,l080605
ParlaMint-NO_2007-10-23-lower,o071023
ParlaMint-NO_2008-05-29,s080529
ParlaMint-NO_2008-01-09,s080109
ParlaMint-NO_2007-12-06,s071206
ParlaMint-NO_2007-12-13-2,s071213k
ParlaMint-NO_2008-06-13,s080613
ParlaMint-NO_2007-11-14,s071114
ParlaMint-NO_2008-04-01-lower,o080401
ParlaMint-NO_2008-02-07-lower,o080207
ParlaMint-NO_2008-05-27,s080527
ParlaMint-NO_2008-06-12,s080612
ParlaMint-NO_2008-06-10-lower,o080610
ParlaMint-NO_2008-04-03,s080403
ParlaMint-NO_2007-12-17-2,s071217k
ParlaMint-NO_2007-10-25,s071025
ParlaMint-NO_2007-11-21,s071121
ParlaMint-NO_2008-05-20-upper,l080520
ParlaMint-NO_2008-06-20,s080620
ParlaMint-NO_2008-06-05-lower,o080605
ParlaMint-NO_2007-12-18-upper,l071218
ParlaMint-NO_2008-03-13,s080313
ParlaMint-NO_2008-06-19-2,s080619k
ParlaMint-NO_2008-04-08-lower-2,o080408k
ParlaMint-NO_2007-11-30,s071130
ParlaMint-NO_2008-06-17-lower,o080617
ParlaMint-NO_2008-03-13-upper,l080313
ParlaMint-NO_2007-12-05,s071205
ParlaMint-NO_2008-03-04,s080304
ParlaMint-NO_2007-10-09-lower,o071009
ParlaMint-NO_2007-11-22,s071122
ParlaMint-NO_2008-02-26-lower,o080226
ParlaMint-NO_2007-11-20-lower,o071120
ParlaMint-NO_2008-02-28-lower,o080228
ParlaMint-NO_2008-04-29,s080429
ParlaMint-NO_2007-10-23,s071023
ParlaMint-NO_2008-06-06,s080606
ParlaMint-NO_2007-10-24,s071024
ParlaMint-NO_2008-03-14,s080314
ParlaMint-NO_2008-01-29,s080129
ParlaMint-NO_2008-06-12-upper,l080612
ParlaMint-NO_2008-05-21,s080521
ParlaMint-NO_2008-03-07,s080307
ParlaMint-NO_2008-05-08-upper,l080508
ParlaMint-NO_2007-10-08,s071008
ParlaMint-NO_2008-05-08,s080508
ParlaMint-NO_2008-06-05,s080605
ParlaMint-NO_2008-02-07,s080207
ParlaMint-NO_2008-02-12-lower,o080212
ParlaMint-NO_2007-12-03-2,s071203k
ParlaMint-NO_2008-01-10,s080110
ParlaMint-NO_2007-10-05,s071005
ParlaMint-NO_2008-06-03,s080603
ParlaMint-NO_2008-06-19,s080619
ParlaMint-NO_2008-05-08-lower,o080508
ParlaMint-NO_2007-10-18-lower,o071018
ParlaMint-NO_2008-01-30,s080130
ParlaMint-NO_2008-06-12-lower,o080612
ParlaMint-NO_2008-06-11,s080611
ParlaMint-NO_2008-04-24-lower,o080424
ParlaMint-NO_2008-06-10,s080610
ParlaMint-NO_2007-12-18-2,s071218k
ParlaMint-NO_2007-11-22-2,s071122k
ParlaMint-NO_2007-12-19,s071219
ParlaMint-NO_2008-04-08,s080408
ParlaMint-NO_2008-04-08-lower,o080408
ParlaMint-NO_2008-06-11-lower,o080611
ParlaMint-NO_2007-11-15,s071115
ParlaMint-NO_2007-10-01-upper,l071001
ParlaMint-NO_2008-02-28,s080228
ParlaMint-NO_2008-01-16,s080116
ParlaMint-NO_2008-02-12-2,s080212k
ParlaMint-NO_2008-04-07-2,s080407k
ParlaMint-NO_2008-05-06-lower,o080506
ParlaMint-NO_2008-06-06-lower,o080606
ParlaMint-NO_2008-02-13,s080213
ParlaMint-NO_2010-03-05,s100305
ParlaMint-NO_2010-05-26,s100526
ParlaMint-NO_2009-12-17,s091217
ParlaMint-NO_2010-03-11,s100311
ParlaMint-NO_2010-02-10,s100210
ParlaMint-NO_2010-05-28,s100528
ParlaMint-NO_2010-06-02,s100602
ParlaMint-NO_2010-06-10,s100610
ParlaMint-NO_2009-12-10,s091210
ParlaMint-NO_2010-01-14,s100114
ParlaMint-NO_2010-04-19,s100419
ParlaMint-NO_2009-11-18,s091118
ParlaMint-NO_2010-01-12,s100112
ParlaMint-NO_2010-06-18,s100618
ParlaMint-NO_2010-02-02,s100202
ParlaMint-NO_2009-10-13,s091013
ParlaMint-NO_2009-11-17,s091117
ParlaMint-NO_2009-10-07,s091007
ParlaMint-NO_2010-03-09,s100309
ParlaMint-NO_2010-06-09,s100609
ParlaMint-NO_2010-02-09,s100209
ParlaMint-NO_2010-04-28,s100428
ParlaMint-NO_2009-12-02,s091202
ParlaMint-NO_2010-05-11,s100511
ParlaMint-NO_2010-05-04,s100504
ParlaMint-NO_2010-02-11,s100211
ParlaMint-NO_2010-06-01,s100601
ParlaMint-NO_2009-12-16,s091216
ParlaMint-NO_2010-03-18,s100318
ParlaMint-NO_2009-11-26,s091126
ParlaMint-NO_2009-11-04,s091104
ParlaMint-NO_2010-01-07,s100107
ParlaMint-NO_2009-10-08,s091008
ParlaMint-NO_2010-05-10,s100510
ParlaMint-NO_2010-04-27,s100427
ParlaMint-NO_2010-01-20,s100120
ParlaMint-NO_2009-11-25,s091125
ParlaMint-NO_2009-10-01,s091001
ParlaMint-NO_2010-06-16,s100616
ParlaMint-NO_2009-11-10,s091110
ParlaMint-NO_2009-10-09,s091009
ParlaMint-NO_2009-12-03,s091203
ParlaMint-NO_2010-03-25,s100325
ParlaMint-NO_2010-06-04,s100604
ParlaMint-NO_2010-01-18,s100118
ParlaMint-NO_2009-12-15,s091215
ParlaMint-NO_2010-05-25,s100525
ParlaMint-NO_2010-03-26,s100326
ParlaMint-NO_2009-10-22,s091022
ParlaMint-NO_2010-01-13,s100113
ParlaMint-NO_2010-03-04,s100304
ParlaMint-NO_2010-04-29,s100429
ParlaMint-NO_2009-12-14,s091214
ParlaMint-NO_2010-03-17,s100317
ParlaMint-NO_2010-09-30,s100930
ParlaMint-NO_2010-06-03,s100603
ParlaMint-NO_2010-03-03,s100303
ParlaMint-NO_2010-06-15,s100615
ParlaMint-NO_2010-04-21,s100421
ParlaMint-NO_2010-03-19,s100319
ParlaMint-NO_2009-12-04,s091204
ParlaMint-NO_2009-12-11,s091211
ParlaMint-NO_2009-11-11,s091111
ParlaMint-NO_2009-10-21,s091021
ParlaMint-NO_2010-03-22,s100322
ParlaMint-NO_2009-12-09,s091209
ParlaMint-NO_2009-11-19,s091119
ParlaMint-NO_2010-02-03,s100203
ParlaMint-NO_2010-02-04,s100204
ParlaMint-NO_2010-04-20,s100420
ParlaMint-NO_2010-06-08,s100608
ParlaMint-NO_2009-12-01,s091201
ParlaMint-NO_2009-10-12,s091012
ParlaMint-NO_2010-05-03,s100503
ParlaMint-NO_2009-12-07,s091207
ParlaMint-NO_2010-05-12,s100512
ParlaMint-NO_2010-03-23,s100323
ParlaMint-NO_2009-11-12,s091112
ParlaMint-NO_2010-03-02,s100302
ParlaMint-NO_2010-06-07,s100607
ParlaMint-NO_2010-02-17,s100217
ParlaMint-NO_2010-03-24,s100324
ParlaMint-NO_2010-02-18,s100218
ParlaMint-NO_2010-04-15,s100415
ParlaMint-NO_2010-06-11,s100611
ParlaMint-NO_2009-11-05,s091105
ParlaMint-NO_2010-05-27,s100527
ParlaMint-NO_2010-01-06,s100106
ParlaMint-NO_2009-12-08,s091208
ParlaMint-NO_2009-11-27,s091127
ParlaMint-NO_2010-02-16,s100216
ParlaMint-NO_2010-06-17,s100617
ParlaMint-NO_2010-05-31,s100531
ParlaMint-NO_2010-04-14,s100414
ParlaMint-NO_2009-11-03,s091103
ParlaMint-NO_2010-05-06,s100506
ParlaMint-NO_2010-04-30,s100430
ParlaMint-NO_2010-03-10,s100310
ParlaMint-NO_2010-05-05,s100505
ParlaMint-NO_2010-06-14,s100614
ParlaMint-NO_1999-12-08-lower,o991208
ParlaMint-NO_2000-06-08-2,s000608k
ParlaMint-NO_1999-10-06-lower,o991006
ParlaMint-NO_2000-02-01,s000201
ParlaMint-NO_2000-02-24,s000224
