id,source
ParlaMint-NO_2017-11-30,refs-201718-11-30
ParlaMint-NO_2017-11-08,refs-201718-11-08
ParlaMint-NO_2018-04-04,refs-201718-04-04
ParlaMint-NO_2018-09-28,refs-201718-09-28
ParlaMint-NO_2018-02-08,refs-201718-02-08
ParlaMint-NO_2017-12-19,refs-201718-12-19
ParlaMint-NO_2018-03-01,refs-201718-03-01
ParlaMint-NO_2018-06-04,refs-201718-06-04
ParlaMint-NO_2018-01-10,refs-201718-01-10
ParlaMint-NO_2018-02-13,refs-201718-02-13
ParlaMint-NO_2018-05-23,refs-201718-05-23
ParlaMint-NO_2017-12-06,refs-201718-12-06
ParlaMint-NO_2017-12-12,refs-201718-12-12
ParlaMint-NO_2017-10-24,refs-201718-10-24
ParlaMint-NO_2018-06-06,refs-201718-06-06
ParlaMint-NO_2018-03-16,refs-201718-03-16
ParlaMint-NO_2017-11-29,refs-201718-11-29
ParlaMint-NO_2017-11-16,refs-201718-11-16
ParlaMint-NO_2018-02-01,refs-201718-02-01
ParlaMint-NO_2018-04-19,refs-201718-04-19
ParlaMint-NO_2018-05-29,refs-201718-05-29
ParlaMint-NO_2017-10-25,refs-201718-10-25
ParlaMint-NO_2017-12-07,refs-201718-12-07
ParlaMint-NO_2018-01-17,refs-201718-01-17
ParlaMint-NO_2018-05-02,refs-201718-05-02
ParlaMint-NO_2018-03-20,refs-201718-03-20
ParlaMint-NO_2017-12-08,refs-201718-12-08
ParlaMint-NO_2018-02-15,refs-201718-02-15
ParlaMint-NO_2017-12-15,refs-201718-12-15
ParlaMint-NO_2017-10-02,refs-201718-10-02
ParlaMint-NO_2018-03-21,refs-201718-03-21
ParlaMint-NO_2018-05-08,refs-201718-05-08
ParlaMint-NO_2018-02-06,refs-201718-02-06
ParlaMint-NO_2018-04-10,refs-201718-04-10
ParlaMint-NO_2017-12-20,refs-201718-12-20
ParlaMint-NO_2018-05-30,refs-201718-05-30
ParlaMint-NO_2018-02-14,refs-201718-02-14
ParlaMint-NO_2017-12-11,refs-201718-12-11
ParlaMint-NO_2018-06-14,refs-201718-06-14
ParlaMint-NO_2018-06-05,refs-201718-06-05
ParlaMint-NO_2018-01-31,refs-201718-01-31
ParlaMint-NO_2018-06-07,refs-201718-06-07
ParlaMint-NO_2018-05-31,refs-201718-05-31
ParlaMint-NO_2017-10-12,refs-201718-10-12
ParlaMint-NO_2017-12-13,refs-201718-12-13
ParlaMint-NO_2017-12-04,refs-201718-12-04
ParlaMint-NO_2018-04-26,refs-201718-04-26
ParlaMint-NO_2018-04-05,refs-201718-04-05
ParlaMint-NO_2018-05-16,refs-201718-05-16
ParlaMint-NO_2018-01-30,refs-201718-01-30
ParlaMint-NO_2018-06-01,refs-201718-06-01
ParlaMint-NO_2017-11-14,refs-201718-11-14
ParlaMint-NO_2018-04-24,refs-201718-04-24
ParlaMint-NO_2018-02-27,refs-201718-02-27
ParlaMint-NO_2017-12-14,refs-201718-12-14
ParlaMint-NO_2018-01-16,refs-201718-01-16
ParlaMint-NO_2018-06-11,refs-201718-06-11
ParlaMint-NO_2018-02-28,refs-201718-02-28
ParlaMint-NO_2017-10-09,refs-201718-10-09
ParlaMint-NO_2018-05-24,refs-201718-05-24
ParlaMint-NO_2018-05-09,refs-201718-05-09
ParlaMint-NO_2018-01-09,refs-201718-01-09
ParlaMint-NO_2018-03-22,refs-201718-03-22
ParlaMint-NO_2017-10-26,refs-201718-10-26
ParlaMint-NO_2017-11-07,refs-201718-11-07
ParlaMint-NO_2018-04-25,refs-201718-04-25
ParlaMint-NO_2018-03-07,refs-201718-03-07
ParlaMint-NO_2018-06-12,refs-201718-06-12
ParlaMint-NO_2018-05-15,refs-201718-05-15
ParlaMint-NO_2017-10-19,refs-201718-10-19
ParlaMint-NO_2018-04-18,refs-201718-04-18
ParlaMint-NO_2017-10-06,refs-201718-10-06
ParlaMint-NO_2002-06-04,s020604
ParlaMint-NO_2002-06-21-upper,l020621
ParlaMint-NO_2002-06-21,s020621
ParlaMint-NO_2001-12-04,s011204
ParlaMint-NO_2001-10-08,s011008
ParlaMint-NO_2002-06-17-2,s020617k
ParlaMint-NO_2001-12-13-2,s011213k
ParlaMint-NO_2001-11-16,s011116
ParlaMint-NO_2002-04-23,s020423
ParlaMint-NO_2002-06-14-lower,o020614
ParlaMint-NO_2002-03-22,s020322
ParlaMint-NO_2001-10-11,s011011
ParlaMint-NO_2002-03-13,s020313
ParlaMint-NO_2001-11-29,s011129
ParlaMint-NO_2001-10-10,s011010
ParlaMint-NO_2001-11-27,s011127
ParlaMint-NO_2001-11-09,s011109
ParlaMint-NO_2002-03-19-lower,o020319
ParlaMint-NO_2002-06-13-2,s020613k
ParlaMint-NO_2002-02-28,s020228
ParlaMint-NO_2002-05-23,s020523
ParlaMint-NO_2002-05-07-lower-2,o020507k
ParlaMint-NO_2001-12-05,s011205
ParlaMint-NO_2002-04-29-2,s020429k
ParlaMint-NO_2001-11-15,s011115
ParlaMint-NO_2002-03-15,s020315
ParlaMint-NO_2002-04-09,s020409
ParlaMint-NO_2002-02-28-2,s020228k
ParlaMint-NO_2002-04-30,s020430
ParlaMint-NO_2002-02-21,s020221
ParlaMint-NO_2002-06-10-lower,o020610
ParlaMint-NO_2001-11-22,s011122
ParlaMint-NO_2002-06-20-2,s020620k
ParlaMint-NO_2002-05-30-lower,o020530
ParlaMint-NO_2002-02-19-lower,o020219
ParlaMint-NO_2002-01-23,s020123
ParlaMint-NO_2002-06-05-lower,o020605
ParlaMint-NO_2002-03-07-2,s020307k
ParlaMint-NO_2001-11-14,s011114
ParlaMint-NO_2002-06-06,s020606
ParlaMint-NO_2002-06-11-2,s020611k
ParlaMint-NO_2001-12-18-upper,l011218
ParlaMint-NO_2002-04-24,s020424
ParlaMint-NO_2002-04-11,s020411
ParlaMint-NO_2001-12-04-lower,o011204
ParlaMint-NO_2002-04-23-lower,o020423
ParlaMint-NO_2002-02-05,s020205
ParlaMint-NO_2002-02-28-upper,l020228
ParlaMint-NO_2001-11-27-2,s011127k
ParlaMint-NO_2001-11-08,s011108
ParlaMint-NO_2002-01-10,s020110
ParlaMint-NO_2001-11-28,s011128
ParlaMint-NO_2002-05-06-2,s020506k
ParlaMint-NO_2002-03-06,s020306
ParlaMint-NO_2002-06-11-upper-2,l020611k
ParlaMint-NO_2006-05-02,s060502
ParlaMint-NO_2002-02-27,s020227
ParlaMint-NO_2002-05-15,s020515
ParlaMint-NO_2001-10-01,s011001
ParlaMint-NO_2002-02-12,s020212
ParlaMint-NO_2002-04-30-lower,o020430
ParlaMint-NO_2002-01-24,s020124
ParlaMint-NO_2001-11-01,s011101
ParlaMint-NO_2001-11-06,s011106
ParlaMint-NO_2002-05-22,s020522
ParlaMint-NO_2002-02-06,s020206
ParlaMint-NO_2002-02-26,s020226
ParlaMint-NO_2002-02-19,s020219
ParlaMint-NO_2002-06-17-upper,l020617
ParlaMint-NO_2001-12-11-lower,o011211
ParlaMint-NO_2002-04-18,s020418
ParlaMint-NO_2001-11-22-lower,o011122
ParlaMint-NO_2002-03-08-lower,o020308
ParlaMint-NO_2001-12-13-lower,o011213
ParlaMint-NO_2002-06-11,s020611
ParlaMint-NO_2002-05-21,s020521
ParlaMint-NO_2002-04-18-2,s020418k
ParlaMint-NO_2002-01-30,s020130
ParlaMint-NO_2002-06-19-2,s020619k
ParlaMint-NO_2002-05-28,s020528
ParlaMint-NO_2002-03-14,s020314
ParlaMint-NO_2001-11-20,s011120
ParlaMint-NO_2002-04-17,s020417
ParlaMint-NO_2001-10-25,s011025
ParlaMint-NO_2002-02-14-upper,l020214
ParlaMint-NO_2001-12-07,s011207
ParlaMint-NO_2001-12-11,s011211
ParlaMint-NO_2002-01-31-lower,o020131
ParlaMint-NO_2002-03-22-upper,l020322
ParlaMint-NO_2001-11-07,s011107
ParlaMint-NO_2002-06-18,s020618
ParlaMint-NO_2002-02-26-lower,o020226
ParlaMint-NO_2002-04-11-2,s020411k
ParlaMint-NO_2001-10-26,s011026
ParlaMint-NO_2002-03-20,s020320
ParlaMint-NO_2002-06-04-lower,o020604
ParlaMint-NO_2002-05-28-upper,l020528
ParlaMint-NO_2002-01-15,s020115
ParlaMint-NO_2001-12-19,s011219
ParlaMint-NO_2002-05-14-2,s020514k
ParlaMint-NO_2001-11-01-lower,o011101
ParlaMint-NO_2002-03-18,s020318
ParlaMint-NO_2002-04-09-lower,o020409
ParlaMint-NO_2002-06-18-lower,o020618
ParlaMint-NO_2001-12-10,s011210
ParlaMint-NO_2001-11-21,s011121
ParlaMint-NO_2002-01-16,s020116
ParlaMint-NO_2001-10-09-upper,l011009
ParlaMint-NO_2002-05-30,s020530
ParlaMint-NO_2002-01-22,s020122
ParlaMint-NO_2001-12-18,s011218
ParlaMint-NO_2002-05-14,s020514
ParlaMint-NO_2002-02-20,s020220
ParlaMint-NO_2002-01-31,s020131
ParlaMint-NO_2002-06-12,s020612
ParlaMint-NO_2002-01-17,s020117
ParlaMint-NO_2001-10-17,s011017
ParlaMint-NO_2002-06-06-lower,o020606
ParlaMint-NO_2002-04-18-lower,o020418
ParlaMint-NO_2002-09-30,s020930
ParlaMint-NO_2002-04-09-2,s020409k
ParlaMint-NO_2001-11-29-lower,o011129
ParlaMint-NO_2002-04-18-upper,l020418
ParlaMint-NO_2001-11-28-2,s011128k
ParlaMint-NO_2002-06-11-lower-2,o020611k
ParlaMint-NO_2002-01-31-2,s020131k
ParlaMint-NO_2002-02-07-lower,o020207
ParlaMint-NO_2002-09-30-lower,o020930
ParlaMint-NO_2002-05-08,s020508
ParlaMint-NO_2002-06-18-2,s020618k
ParlaMint-NO_2001-12-11-upper,l011211
ParlaMint-NO_2002-06-10,s020610
ParlaMint-NO_2002-01-09,s020109
ParlaMint-NO_2002-05-21-lower,o020521
ParlaMint-NO_2002-03-07,s020307
ParlaMint-NO_2001-10-17-lower,o011017
ParlaMint-NO_2002-03-08,s020308
ParlaMint-NO_2001-10-09-lower,o011009
ParlaMint-NO_2002-05-16,s020516
ParlaMint-NO_2001-12-17,s011217
ParlaMint-NO_2001-12-13,s011213
ParlaMint-NO_2002-06-19,s020619
ParlaMint-NO_2002-02-05-lower,o020205
ParlaMint-NO_2001-12-06,s011206
ParlaMint-NO_2002-04-10,s020410
ParlaMint-NO_2001-12-12,s011212
ParlaMint-NO_2001-10-23,s011023
ParlaMint-NO_2001-10-09,s011009
ParlaMint-NO_2002-06-14,s020614
ParlaMint-NO_2002-01-15-lower,o020115
ParlaMint-NO_2002-06-17,s020617
ParlaMint-NO_2002-06-13-lower-2,o020613k
ParlaMint-NO_2001-12-14,s011214
ParlaMint-NO_2001-10-25-2,s011025k
ParlaMint-NO_2001-11-16-lower,o011116
ParlaMint-NO_2002-05-29,s020529
ParlaMint-NO_2002-04-29-upper,l020429
ParlaMint-NO_2002-05-06,s020506
ParlaMint-NO_2002-06-20,s020620
ParlaMint-NO_2002-03-21-lower,o020321
ParlaMint-NO_2002-02-01,s020201
ParlaMint-NO_2001-12-11-2,s011211k
ParlaMint-NO_2002-02-07,s020207
ParlaMint-NO_2002-04-25,s020425
ParlaMint-NO_2002-02-21-lower,o020221
ParlaMint-NO_2002-03-21,s020321
ParlaMint-NO_2001-12-14-lower,o011214
ParlaMint-NO_2002-05-07,s020507
ParlaMint-NO_2002-04-29,s020429
ParlaMint-NO_2002-03-14-lower,o020314
ParlaMint-NO_2002-06-12-lower,o020612
ParlaMint-NO_2002-06-07,s020607
ParlaMint-NO_2002-02-14,s020214
ParlaMint-NO_2002-06-13,s020613
ParlaMint-NO_2002-05-21-lower-2,o020521k
ParlaMint-NO_2002-06-05,s020605
ParlaMint-NO_2002-02-12-lower,o020212
ParlaMint-NO_2002-02-13,s020213
ParlaMint-NO_2001-12-06-2,s011206k
ParlaMint-NO_2005-10-14,s051014
ParlaMint-NO_2006-09-11,s060911
ParlaMint-NO_2006-06-12-lower,o060612
ParlaMint-NO_2006-01-18,s060118
ParlaMint-NO_2006-05-16,s060516
ParlaMint-NO_2005-10-01,s051001
ParlaMint-NO_2006-03-01,s060301
ParlaMint-NO_2006-06-13,s060613
ParlaMint-NO_2005-12-15,s051215
ParlaMint-NO_2005-12-15-lower-2,o051215k
ParlaMint-NO_2005-10-20,s051020
ParlaMint-NO_2006-06-06-lower,o060606
ParlaMint-NO_2006-02-14-lower,o060214
ParlaMint-NO_2006-05-31,s060531
ParlaMint-NO_2006-03-30-lower,o060330
ParlaMint-NO_2005-11-29,s051129
ParlaMint-NO_2006-03-29,s060329
ParlaMint-NO_2005-12-20,s051220
ParlaMint-NO_2005-11-22,s051122
ParlaMint-NO_2006-05-22-lower,o060522
ParlaMint-NO_2006-06-12,s060612
ParlaMint-NO_2005-10-20-2,s051020k
ParlaMint-NO_2005-11-16,s051116
ParlaMint-NO_2005-10-19,s051019
ParlaMint-NO_2006-02-14,s060214
ParlaMint-NO_2005-10-10-lower,o051010
ParlaMint-NO_2006-06-15,s060615
ParlaMint-NO_2006-04-04,s060404
ParlaMint-NO_2006-02-28,s060228
ParlaMint-NO_2006-03-08,s060308
ParlaMint-NO_2006-03-14-lower,o060314
ParlaMint-NO_2006-03-02-lower,o060302
ParlaMint-NO_2006-05-29-lower,o060529
ParlaMint-NO_2005-12-19,s051219
ParlaMint-NO_2006-06-13-upper,l060613
ParlaMint-NO_2006-02-15,s060215
ParlaMint-NO_2005-12-05,s051205
ParlaMint-NO_2006-02-08,s060208
ParlaMint-NO_2006-03-16,s060316
ParlaMint-NO_2006-06-15-2,s060615k
ParlaMint-NO_2006-05-04-lower,o060504
ParlaMint-NO_2005-11-15-lower,o051115
ParlaMint-NO_2006-05-29-2,s060529k
ParlaMint-NO_2006-05-22-2,s060522k
ParlaMint-NO_2006-06-08-upper,l060608
ParlaMint-NO_2005-10-11,s051011
ParlaMint-NO_2006-03-16-upper,l060316
ParlaMint-NO_2006-03-07,s060307
ParlaMint-NO_2006-05-04,s060504
ParlaMint-NO_2006-06-13-2,s060613k
ParlaMint-NO_2006-01-19,s060119
ParlaMint-NO_2006-05-02,s060502
ParlaMint-NO_2005-10-07,s051007
ParlaMint-NO_2005-11-30,s051130
ParlaMint-NO_2006-04-05,s060405
ParlaMint-NO_2006-06-01-lower,o060601
ParlaMint-NO_2005-11-23,s051123
ParlaMint-NO_2006-06-06,s060606
ParlaMint-NO_2006-03-02-upper,l060302
ParlaMint-NO_2006-06-08,s060608
ParlaMint-NO_2006-06-16-upper,l060616
ParlaMint-NO_2005-12-08-upper,l051208
ParlaMint-NO_2006-01-10,s060110
ParlaMint-NO_2005-12-05-lower,o051205
ParlaMint-NO_2006-06-12-2,s060612k
ParlaMint-NO_2006-06-14,s060614
ParlaMint-NO_2006-05-11-lower,o060511
ParlaMint-NO_2006-01-12,s060112
ParlaMint-NO_2005-10-10-upper,l051010
ParlaMint-NO_2006-03-16-lower,o060316
ParlaMint-NO_2006-05-03,s060503
ParlaMint-NO_2006-05-10,s060510
ParlaMint-NO_2005-12-15-upper,l051215
ParlaMint-NO_2006-06-16,s060616
ParlaMint-NO_2006-06-07-lower,o060607
ParlaMint-NO_2006-03-15,s060315
ParlaMint-NO_2006-06-02-lower,o060602
ParlaMint-NO_2006-01-31,s060131
ParlaMint-NO_2006-04-06,s060406
ParlaMint-NO_2006-02-02-lower,o060202
ParlaMint-NO_2006-02-09-lower,o060209
ParlaMint-NO_2005-10-14-lower,o051014
ParlaMint-NO_2005-11-24-2,s051124k
ParlaMint-NO_2006-04-25-lower,o060425
ParlaMint-NO_2006-05-16-lower,o060516
ParlaMint-NO_2005-12-14,s051214
ParlaMint-NO_2006-09-29,s060929
ParlaMint-NO_2006-03-30,s060330
ParlaMint-NO_2006-06-07,s060607
ParlaMint-NO_2005-12-13,s051213
ParlaMint-NO_2006-03-14,s060314
ParlaMint-NO_2005-10-10,s051010
ParlaMint-NO_2005-12-13-lower,o051213
ParlaMint-NO_2006-02-01,s060201
ParlaMint-NO_2005-12-12-2,s051212k
ParlaMint-NO_2006-06-13-lower,o060613
ParlaMint-NO_2005-11-25,s051125
ParlaMint-NO_2006-03-09-lower,o060309
ParlaMint-NO_2006-04-03,s060403
ParlaMint-NO_2005-12-08,s051208
ParlaMint-NO_2006-05-22,s060522
ParlaMint-NO_2005-12-13-2,s051213k
ParlaMint-NO_2005-12-12,s051212
ParlaMint-NO_2006-03-03,s060303
ParlaMint-NO_2005-12-16-lower,o051216
ParlaMint-NO_2005-12-06,s051206
ParlaMint-NO_2005-11-03,s051103
ParlaMint-NO_2005-11-29-lower,o051129
ParlaMint-NO_2006-01-11,s060111
ParlaMint-NO_2006-06-01,s060601
ParlaMint-NO_2005-11-02,s051102
ParlaMint-NO_2006-05-30,s060530
ParlaMint-NO_2006-04-04-lower,o060404
ParlaMint-NO_2005-11-22-lower,o051122
ParlaMint-NO_2005-11-09,s051109
ParlaMint-NO_2006-01-10-lower,o060110
ParlaMint-NO_2005-11-15,s051115
ParlaMint-NO_2005-12-15-lower,o051215
ParlaMint-NO_2006-05-23-2,s060523k
ParlaMint-NO_2006-06-09-lower,o060609
ParlaMint-NO_2006-02-16,s060216
ParlaMint-NO_2006-04-27,s060427
ParlaMint-NO_2005-12-07,s051207
ParlaMint-NO_2005-12-08-lower,o051208
ParlaMint-NO_2005-12-01,s051201
ParlaMint-NO_2006-06-01-upper,l060601
ParlaMint-NO_2006-04-25,s060425
ParlaMint-NO_2005-12-09,s051209
ParlaMint-NO_2006-06-09,s060609
ParlaMint-NO_2006-04-04-upper,l060404
ParlaMint-NO_2006-05-24,s060524
ParlaMint-NO_2005-12-16,s051216
ParlaMint-NO_2006-09-29-lower,o060929
ParlaMint-NO_2006-02-09,s060209
ParlaMint-NO_2006-03-28,s060328
ParlaMint-NO_2006-05-09-upper,l060509
ParlaMint-NO_2005-10-20-lower,o051020
ParlaMint-NO_2006-05-23,s060523
ParlaMint-NO_2006-05-11,s060511
ParlaMint-NO_2005-11-24,s051124
ParlaMint-NO_2006-06-08-lower,o060608
ParlaMint-NO_2005-11-10,s051110
ParlaMint-NO_2006-03-09,s060309
ParlaMint-NO_2005-12-20-upper,l051220
ParlaMint-NO_2006-05-09,s060509
ParlaMint-NO_2006-02-02,s060202
ParlaMint-NO_2006-03-07-2,s060307k
ParlaMint-NO_2006-04-26,s060426
ParlaMint-NO_2006-05-15,s060515
ParlaMint-NO_2005-12-02,s051202
ParlaMint-NO_2006-03-02,s060302
ParlaMint-NO_2022-03-17,refs-202122-03-17
ParlaMint-NO_2022-04-20,refs-202122-04-20
ParlaMint-NO_2021-11-10,refs-202122-11-10
ParlaMint-NO_2021-10-01,refs-202122-10-01
ParlaMint-NO_2022-01-19,refs-202122-01-19
ParlaMint-NO_2022-03-31,refs-202122-03-31
ParlaMint-NO_2021-10-18,refs-202122-10-18
ParlaMint-NO_2021-10-12,refs-202122-10-12
ParlaMint-NO_2021-12-14,refs-202122-12-14
ParlaMint-NO_2022-01-18,refs-202122-01-18
ParlaMint-NO_2022-04-21,refs-202122-04-21
ParlaMint-NO_2021-10-09,refs-202122-10-09
ParlaMint-NO_2022-01-24,refs-202122-01-24
ParlaMint-NO_2022-03-08,refs-202122-03-08
ParlaMint-NO_2022-02-10,refs-202122-02-10
ParlaMint-NO_2022-04-26,refs-202122-04-26
ParlaMint-NO_2022-02-09,refs-202122-02-09
ParlaMint-NO_2022-04-27,refs-202122-04-27
ParlaMint-NO_2021-12-17,refs-202122-12-17
ParlaMint-NO_2022-03-24,refs-202122-03-24
ParlaMint-NO_2021-11-09,refs-202122-11-09
ParlaMint-NO_2021-12-02,refs-202122-12-02
ParlaMint-NO_2022-03-22,refs-202122-03-22
ParlaMint-NO_2022-03-01,refs-202122-03-01
ParlaMint-NO_2021-10-28,refs-202122-10-28
ParlaMint-NO_2022-02-17,refs-202122-02-17
ParlaMint-NO_2022-03-23,refs-202122-03-23
ParlaMint-NO_2022-03-03,refs-202122-03-03
ParlaMint-NO_2021-10-27,refs-202122-10-27
ParlaMint-NO_2021-12-15,refs-202122-12-15
ParlaMint-NO_2021-11-25,refs-202122-11-25
ParlaMint-NO_2022-04-06,refs-202122-04-06
ParlaMint-NO_2022-02-01,refs-202122-02-01
ParlaMint-NO_2021-11-23,refs-202122-11-23
ParlaMint-NO_2022-01-21,refs-202122-01-21
ParlaMint-NO_2021-12-16,refs-202122-12-16
ParlaMint-NO_2021-12-08,refs-202122-12-08
ParlaMint-NO_2022-05-11,refs-202122-05-11
ParlaMint-NO_2022-02-16,refs-202122-02-16
ParlaMint-NO_2022-04-28,refs-202122-04-28
ParlaMint-NO_2021-11-16,refs-202122-11-16
ParlaMint-NO_2022-03-29,refs-202122-03-29
ParlaMint-NO_2022-01-11,refs-202122-01-11
ParlaMint-NO_2022-03-10,refs-202122-03-10
ParlaMint-NO_2022-04-08,refs-202122-04-08
ParlaMint-NO_2022-05-03,refs-202122-05-03
ParlaMint-NO_2022-01-12,refs-202122-01-12
ParlaMint-NO_2021-10-08,refs-202122-10-08
ParlaMint-NO_2021-12-21,refs-202122-12-21
ParlaMint-NO_2022-05-05,refs-202122-05-05
ParlaMint-NO_2021-11-17,refs-202122-11-17
ParlaMint-NO_2022-05-12,refs-202122-05-12
ParlaMint-NO_2021-12-13,refs-202122-12-13
ParlaMint-NO_2021-10-26,refs-202122-10-26
ParlaMint-NO_2021-10-21,refs-202122-10-21
ParlaMint-NO_2022-03-18,refs-202122-03-18
ParlaMint-NO_2022-04-07,refs-202122-04-07
ParlaMint-NO_2022-02-08,refs-202122-02-08
ParlaMint-NO_2021-11-08,refs-202122-11-08
ParlaMint-NO_2021-12-01,refs-202122-12-01
ParlaMint-NO_2022-03-09,refs-202122-03-09
ParlaMint-NO_2022-02-03,refs-202122-02-03
ParlaMint-NO_2021-12-09,refs-202122-12-09
ParlaMint-NO_2021-11-30,refs-202122-11-30
ParlaMint-NO_2021-12-20,refs-202122-12-20
ParlaMint-NO_2022-02-15,refs-202122-02-15
ParlaMint-NO_2021-10-20,refs-202122-10-20
ParlaMint-NO_2022-03-30,refs-202122-03-30
ParlaMint-NO_2022-01-05,refs-202122-01-05
ParlaMint-NO_2022-01-06,refs-202122-01-06
ParlaMint-NO_2022-05-10,refs-202122-05-10
ParlaMint-NO_2021-11-18,refs-202122-11-18
ParlaMint-NO_2022-03-02,refs-202122-03-02
ParlaMint-NO_2022-02-02,refs-202122-02-02
ParlaMint-NO_2021-12-07,refs-202122-12-07
ParlaMint-NO_2022-05-04,refs-202122-05-04
ParlaMint-NO_2021-10-11,refs-202122-10-11
ParlaMint-NO_2022-04-05,refs-202122-04-05
ParlaMint-NO_2021-11-24,refs-202122-11-24
ParlaMint-NO_2019-05-28,refs-201819-05-28
ParlaMint-NO_2018-11-21,refs-201819-11-21
ParlaMint-NO_2018-12-04,refs-201819-12-04
ParlaMint-NO_2019-06-19,refs-201819-06-19
ParlaMint-NO_2019-05-21,refs-201819-05-21
ParlaMint-NO_2018-12-06,refs-201819-12-06
ParlaMint-NO_2019-03-07,refs-201819-03-07
ParlaMint-NO_2019-05-14,refs-201819-05-14
ParlaMint-NO_2019-01-29,refs-201819-01-29
ParlaMint-NO_2019-05-22,refs-201819-05-22
ParlaMint-NO_2019-02-13,refs-201819-02-13
ParlaMint-NO_2019-01-08,refs-201819-01-08
ParlaMint-NO_2018-10-04,refs-201819-10-04
ParlaMint-NO_2019-04-11,refs-201819-04-11
ParlaMint-NO_2019-01-09,refs-201819-01-09
ParlaMint-NO_2019-02-20,refs-201819-02-20
ParlaMint-NO_2018-11-29,refs-201819-11-29
ParlaMint-NO_2019-02-06,refs-201819-02-06
ParlaMint-NO_2018-10-03,refs-201819-10-03
ParlaMint-NO_2018-10-01,refs-201819-10-01
ParlaMint-NO_2019-06-11,refs-201819-06-11
ParlaMint-NO_2018-11-15,refs-201819-11-15
ParlaMint-NO_2018-10-02,refs-201819-10-02
ParlaMint-NO_2018-12-17,refs-201819-12-17
ParlaMint-NO_2019-01-30,refs-201819-01-30
ParlaMint-NO_2019-04-02,refs-201819-04-02
ParlaMint-NO_2019-03-26,refs-201819-03-26
ParlaMint-NO_2019-06-04,refs-201819-06-04
ParlaMint-NO_2018-12-15,refs-201819-12-15
ParlaMint-NO_2018-12-10,refs-201819-12-10
ParlaMint-NO_2019-06-03,refs-201819-06-03
ParlaMint-NO_2018-10-17,refs-201819-10-17
ParlaMint-NO_2019-03-13,refs-201819-03-13
ParlaMint-NO_2019-03-12,refs-201819-03-12
ParlaMint-NO_2019-05-15,refs-201819-05-15
ParlaMint-NO_2019-01-16,refs-201819-01-16
ParlaMint-NO_2018-12-11,refs-201819-12-11
ParlaMint-NO_2019-06-17,refs-201819-06-17
ParlaMint-NO_2019-05-07,refs-201819-05-07
ParlaMint-NO_2018-10-18,refs-201819-10-18
ParlaMint-NO_2019-06-12,refs-201819-06-12
ParlaMint-NO_2019-06-21,refs-201819-06-21
ParlaMint-NO_2019-05-09,refs-201819-05-09
ParlaMint-NO_2018-11-20,refs-201819-11-20
ParlaMint-NO_2018-12-05,refs-201819-12-05
ParlaMint-NO_2019-04-25,refs-201819-04-25
ParlaMint-NO_2019-03-05,refs-201819-03-05
ParlaMint-NO_2019-06-05,refs-201819-06-05
ParlaMint-NO_2019-06-07,refs-201819-06-07
ParlaMint-NO_2018-10-25,refs-201819-10-25
ParlaMint-NO_2018-12-14,refs-201819-12-14
ParlaMint-NO_2018-10-10,refs-201819-10-10
ParlaMint-NO_2018-12-13,refs-201819-12-13
ParlaMint-NO_2019-02-19,refs-201819-02-19
ParlaMint-NO_2019-04-24,refs-201819-04-24
ParlaMint-NO_2019-05-08,refs-201819-05-08
ParlaMint-NO_2018-11-22,refs-201819-11-22
ParlaMint-NO_2019-03-28,refs-201819-03-28
ParlaMint-NO_2019-01-17,refs-201819-01-17
ParlaMint-NO_2018-12-12,refs-201819-12-12
ParlaMint-NO_2019-04-09,refs-201819-04-09
ParlaMint-NO_2019-05-23,refs-201819-05-23
ParlaMint-NO_2018-11-06,refs-201819-11-06
ParlaMint-NO_2019-06-20,refs-201819-06-20
ParlaMint-NO_2018-12-18,refs-201819-12-18
ParlaMint-NO_2018-10-16,refs-201819-10-16
ParlaMint-NO_2018-10-09,refs-201819-10-09
ParlaMint-NO_2019-04-10,refs-201819-04-10
ParlaMint-NO_2019-04-30,refs-201819-04-30
ParlaMint-NO_2019-04-29,refs-201819-04-29
ParlaMint-NO_2019-05-16,refs-201819-05-16
ParlaMint-NO_2019-05-29,refs-201819-05-29
ParlaMint-NO_2019-06-06,refs-201819-06-06
ParlaMint-NO_2018-11-27,refs-201819-11-27
ParlaMint-NO_2019-09-30,refs-201819-09-30
ParlaMint-NO_2019-06-18,refs-201819-06-18
ParlaMint-NO_2019-03-14,refs-201819-03-14
ParlaMint-NO_2019-03-06,refs-201819-03-06
ParlaMint-NO_2018-10-08,refs-201819-10-08
ParlaMint-NO_2019-02-05,refs-201819-02-05
ParlaMint-NO_2019-01-15,refs-201819-01-15
ParlaMint-NO_2018-12-19,refs-201819-12-19
ParlaMint-NO_2019-02-12,refs-201819-02-12
ParlaMint-NO_2018-11-07,refs-201819-11-07
ParlaMint-NO_2018-12-03,refs-201819-12-03
ParlaMint-NO_2019-06-13,refs-201819-06-13
ParlaMint-NO_2018-11-08,refs-201819-11-08
ParlaMint-NO_2019-01-31,refs-201819-01-31
ParlaMint-NO_2019-02-14,refs-201819-02-14
ParlaMint-NO_2019-02-07,refs-201819-02-07
ParlaMint-NO_2018-11-14,refs-201819-11-14
ParlaMint-NO_2018-10-24,refs-201819-10-24
ParlaMint-NO_2019-04-03,refs-201819-04-03
ParlaMint-NO_2018-11-28,refs-201819-11-28
ParlaMint-NO_2019-03-27,refs-201819-03-27
