,name,id
148,Statsråd Lars Peder Brekk,LAPB
149,Statsråd Lars Peder Brekk,LAPB
150,Statsråd Lars Peder Brekk,LAPB
151,Statsråd Lars Peder Brekk,LAPB
152,Statsråd Lars Peder Brekk,LAPB
153,Tore Nordtun (A),TON
154,Tore Nordtun (A),TON
155,Tore Nordtun (A),TON
156,Tore Nordtun (A),TON
157,Karin Yrvin (A) (A),KY
158,Karin Yrvin (A) (A),KY
159,Karin Yrvin (A) (A),KY
160,Karin Yrvin (A) (A),KY
161,Karin Yrvin (A) (A),KY
162,Karin Yrvin (A) (A),KY
163,Karin Yrvin (A) (A),KY
164,Karin Yrvin (A) (A),KY
165,Karin Yrvin (A) (A),KY
166,Solveig Horne (FrP),SHK
167,Solveig Horne (FrP),SHK
168,Solveig Horne (FrP),SHK
169,Solveig Horne (FrP),SHK
170,Solveig Horne (FrP),SHK
171,Solveig Horne (FrP),SHK
172,Solveig Horne (FrP),SHK
173,Solveig Horne (FrP),SHK
174,Solveig Horne (FrP),SHK
175,Per Rune Henriksen (A),PRH
176,Per Rune Henriksen (A),PRH
177,Per Rune Henriksen (A),PRH
178,Per Rune Henriksen (A),PRH
179,Afshan Rafiq (H),AR
180,Afshan Rafiq (H),AR
181,Afshan Rafiq (H),AR
182,Afshan Rafiq (H),AR
183,Tove Lill Labahå Magga (A),TLM
184,Tove Lill Labahå Magga (A),TLM
185,Tove Lill Labahå Magga (A),TLM
186,Eirin Faldet  (A)V,ESF
187,Eirin Faldet  (A)V,ESF
188,Eirin Faldet  (A)V,ESF
189,Knut Storberget (A),KNUS
190,Knut Storberget (A),KNUS
191,Knut Storberget (A),KNUS
192,Knut Storberget (A),KNUS
193,Knut Storberget (A),KNUS
194,Knut Storberget (A),KNUS
195,Knut Storberget (A),KNUS
196,Knut Storberget (A),KNUS
197,Knut Storberget (A),KNUS
198,Kåre Fostervold (Frp),KFOS
199,Kåre Fostervold (Frp),KFOS
200,Kåre Fostervold (Frp),KFOS
201,Kåre Fostervold (Frp),KFOS
202,Kåre Fostervold (Frp),KFOS
203,Kåre Fostervold (Frp),KFOS
204,Kåre Fostervold (Frp),KFOS
205,Kåre Fostervold (Frp),KFOS
206,Kåre Fostervold (Frp),KFOS
207,Kåre Fostervold (Frp),KFOS
208,Kåre Fostervold (Frp),KFOS
209,Kåre Fostervold (Frp),KFOS
210,Kåre Fostervold (Frp),KFOS
211,Kåre Fostervold (Frp),KFOS
212,Kåre Fostervold (Frp),KFOS
213,Kåre Fostervold (Frp),KFOS
214,Line Henriette Hjemdal (KrF),LHH
215,Line Henriette Hjemdal (KrF),LHH
216,Line Henriette Hjemdal (KrF),LHH
217,Line Henriette Hjemdal (KrF),LHH
218,Line Henriette Hjemdal (KrF),LHH
219,Line Henriette Hjemdal (KrF),LHH
220,Line Henriette Hjemdal (KrF),LHH
221,Line Henriette Hjemdal (KrF),LHH
222,Line Henriette Hjemdal (KrF),LHH
223,Line Henriette Hjemdal (KrF),LHH
224,Line Henriette Hjemdal (KrF),LHH
225,Line Henriette Hjemdal (KrF),LHH
226,Line Henriette Hjemdal (KrF),LHH
227,Line Henriette Hjemdal (KrF),LHH
228,Line Henriette Hjemdal (KrF),LHH
229,Line Henriette Hjemdal (KrF),LHH
230,Line Henriette Hjemdal (KrF),LHH
231,Line Henriette Hjemdal (KrF),LHH
232,Line Henriette Hjemdal (KrF),LHH
233,Line Henriette Hjemdal (KrF),LHH
234,Line Henriette Hjemdal (KrF),LHH
235,Line Henriette Hjemdal (KrF),LHH
236,Line Henriette Hjemdal (KrF),LHH
237,Line Henriette Hjemdal (KrF),LHH
238,Line Henriette Hjemdal (KrF),LHH
239,Line Henriette Hjemdal (KrF),LHH
240,Line Henriette Hjemdal (KrF),LHH
241,Line Henriette Hjemdal (KrF),LHH
242,Line Henriette Hjemdal (KrF),LHH
243,Line Henriette Hjemdal (KrF),LHH
244,Line Henriette Hjemdal (KrF),LHH
245,Line Henriette Hjemdal (KrF),LHH
246,Line Henriette Hjemdal (KrF),LHH
247,Line Henriette Hjemdal (KrF),LHH
248,Line Henriette Hjemdal (KrF),LHH
249,Line Henriette Hjemdal (KrF),LHH
250,Line Henriette Hjemdal (KrF),LHH
251,Line Henriette Hjemdal (KrF),LHH
252,Line Henriette Hjemdal (KrF),LHH
253,Line Henriette Hjemdal (KrF),LHH
254,Line Henriette Hjemdal (KrF),LHH
255,Line Henriette Hjemdal (KrF),LHH
256,Arve Kambe (H),ARK
257,Arve Kambe (H),ARK
258,Arve Kambe (H),ARK
259,Arve Kambe (H),ARK
260,Olemic Thommessen (H),OLET
261,Olemic Thommessen (H),OLET
262,Olemic Thommessen (H),OLET
263,Olemic Thommessen (H),OLET
264,Olemic Thommessen (H),OLET
265,Olemic Thommessen (H),OLET
266,Olemic Thommessen (H),OLET
267,Olemic Thommessen (H),OLET
268,Gorm Kjernli (A),GOK
269,Gorm Kjernli (A),GOK
270,Gorm Kjernli (A),GOK
271,Gorm Kjernli (A),GOK
272,Statsministerer Jens Stoltenberg,JES
273,Statsministerer Jens Stoltenberg,JES
274,Statsministerer Jens Stoltenberg,JES
275,Statsministerer Jens Stoltenberg,JES
276,Statsministerer Jens Stoltenberg,JES
277,Statsministerer Jens Stoltenberg,JES
278,Statsministerer Jens Stoltenberg,JES
279,Statsministerer Jens Stoltenberg,JES
280,Statsministerer Jens Stoltenberg,JES
281,Statsministerer Jens Stoltenberg,JES
282,Statsministerer Jens Stoltenberg,JES
283,Statsministerer Jens Stoltenberg,JES
284,Statsministerer Jens Stoltenberg,JES
285,Statsministerer Jens Stoltenberg,JES
286,Statsministerer Jens Stoltenberg,JES
287,Statsministerer Jens Stoltenberg,JES
288,Statsministerer Jens Stoltenberg,JES
289,Statsministerer Jens Stoltenberg,JES
290,Statsministerer Jens Stoltenberg,JES
291,Statsministerer Jens Stoltenberg,JES
292,Statsministerer Jens Stoltenberg,JES
293,Statsministerer Jens Stoltenberg,JES
294,Statsministerer Jens Stoltenberg,JES
295,Statsministerer Jens Stoltenberg,JES
296,Statsministerer Jens Stoltenberg,JES
297,Sindre Fossum Beyer (A),SINB
298,Sindre Fossum Beyer (A),SINB
299,Sindre Fossum Beyer (A),SINB
300,Sindre Fossum Beyer (A),SINB
301,Olemic Thommesen,OLET
302,Olemic Thommesen,OLET
303,Olemic Thommesen,OLET
304,Olemic Thommesen,OLET
305,Jan Bøhler (A),JBO
306,Jan Bøhler (A),JBO
307,Jan Bøhler (A),JBO
308,Jan Bøhler (A),JBO
309,Olav Teppen (KrF),OT
310,Olav Teppen (KrF),OT
311,Olav Teppen (KrF),OT
312,Olav Teppen (KrF),OT
313,Elisabeth Løland (KrF),ELO
314,Elisabeth Løland (KrF),ELO
315,Elisabeth Løland (KrF),ELO
316,Elisabeth Løland (KrF),ELO
317,Geir S. Toskedal (KrF),GEST
318,Geir S. Toskedal (KrF),GEST
319,Geir S. Toskedal (KrF),GEST
320,Geir S. Toskedal (KrF),GEST
321,Geir S. Toskedal (KrF),GEST
322,Geir S. Toskedal (KrF),GEST
323,Geir S. Toskedal (KrF),GEST
324,Geir S. Toskedal (KrF),GEST
325,Geir S. Toskedal (KrF),GEST
326,Åsta Årøen (V),AAR
327,Åsta Årøen (V),AAR
328,Åsta Årøen (V),AAR
329,Åsta Årøen (V),AAR
330,Ida Marie Løvlien (Sp),IML
331,Ida Marie Løvlien (Sp),IML
332,Ida Marie Løvlien (Sp),IML
333,Ida Marie Løvlien (Sp),IML
334,Ingunn E. Ulfsten (KrF),IEU
335,Ingunn E. Ulfsten (KrF),IEU
336,Ingunn E. Ulfsten (KrF),IEU
337,Ingunn E. Ulfsten (KrF),IEU
338,Gard Folkvord (A),GARF
339,Gard Folkvord (A),GARF
340,Gard Folkvord (A),GARF
341,Gard Folkvord (A),GARF
342,Terje Breivik (V),TEB
343,Terje Breivik (V),TEB
344,Terje Breivik (V),TEB
345,Terje Breivik (V),TEB
346,Terje Breivik (V),TEB
347,Terje Breivik (V),TEB
348,Terje Breivik (V),TEB
349,Terje Breivik (V),TEB
350,Terje Breivik (V),TEB
351,Gunhild Berge Stang (V),GUAS
352,Gunhild Berge Stang (V),GUAS
353,Gunhild Berge Stang (V),GUAS
354,Gunhild Berge Stang (V),GUAS
355,Harald Espelund (FrP),HAE
356,Harald Espelund (FrP),HAE
357,Harald Espelund (FrP),HAE
358,Harald Espelund (FrP),HAE
359,Ivar Østberg (KrF),IVO
360,Ivar Østberg (KrF),IVO
361,Ivar Østberg (KrF),IVO
362,Ivar Østberg (KrF),IVO
363,Ivar Østberg (KrF),IVO
364,Ivar Østberg (KrF),IVO
365,Ivar Østberg (KrF),IVO
366,Ivar Østberg (KrF),IVO
367,Ivar Østberg (KrF),IVO
368,Jan Koløy (FrP),JKO
369,Jan Koløy (FrP),JKO
370,Jan Koløy (FrP),JKO
371,Jan Koløy (FrP),JKO
372,Monica Carmen Gåsvatn (FrP),MCG
373,Monica Carmen Gåsvatn (FrP),MCG
374,Monica Carmen Gåsvatn (FrP),MCG
375,Monica Carmen Gåsvatn (FrP),MCG
376,Einar Olav Skogholt (A),EOS
377,Einar Olav Skogholt (A),EOS
378,Einar Olav Skogholt (A),EOS
379,Einar Olav Skogholt (A),EOS
380,Einar Olav Skogholt (A),EOS
381,Einar Olav Skogholt (A),EOS
382,Einar Olav Skogholt (A),EOS
383,Einar Olav Skogholt (A),EOS
384,Einar Olav Skogholt (A),EOS
385,Oskar Jarle Grimstad (FrP),OG
386,Oskar Jarle Grimstad (FrP),OG
387,Oskar Jarle Grimstad (FrP),OG
388,Oskar Jarle Grimstad (FrP),OG
389,Oskar Jarle Grimstad (FrP),OG
390,Oskar Jarle Grimstad (FrP),OG
391,Oskar Jarle Grimstad (FrP),OG
392,Oskar Jarle Grimstad (FrP),OG
393,Oskar Jarle Grimstad (FrP),OG
394,Svein Ludvigsen (H),SHL
395,Svein Ludvigsen (H),SHL
396,Svein Ludvigsen (H),SHL
397,Svein Ludvigsen (H),SHL
398,Svein Ludvigsen (H),SHL
399,Svein Ludvigsen (H),SHL
400,Svein Ludvigsen (H),SHL
401,Svein Ludvigsen (H),SHL
402,Svein Ludvigsen (H),SHL
403,Anne Enger Lahnstein,AEL
404,Anne Enger Lahnstein,AEL
405,Anne Enger Lahnstein,AEL
406,Anne Enger Lahnstein,AEL
407,Anne Enger Lahnstein,AEL
408,Anne Enger Lahnstein,AEL
409,Anne Enger Lahnstein,AEL
410,Anne Enger Lahnstein,AEL
411,Anne Enger Lahnstein,AEL
412,Anne Enger Lahnstein,AEL
413,Anne Enger Lahnstein,AEL
414,Anne Enger Lahnstein,AEL
415,Anne Enger Lahnstein,AEL
416,Anne Enger Lahnstein,AEL
417,Anne Enger Lahnstein,AEL
418,Anne Enger Lahnstein,AEL
419,Anne Enger Lahnstein,AEL
420,Anne Enger Lahnstein,AEL
421,Anne Enger Lahnstein,AEL
422,Anne Enger Lahnstein,AEL
423,Anne Enger Lahnstein,AEL
424,Anne Enger Lahnstein,AEL
425,Anne Enger Lahnstein,AEL
426,Anne Enger Lahnstein,AEL
427,Åslaug Haga (Sp) (105148),AAMH
428,Åslaug Haga (Sp) (105148),AAMH
429,Åslaug Haga (Sp) (105148),AAMH
430,Åslaug Haga (Sp) (105148),AAMH
431,Åslaug Haga (Sp) (105148),AAMH
432,Åslaug Haga (Sp) (105148),AAMH
433,Åslaug Haga (Sp) (105148),AAMH
434,Åslaug Haga (Sp) (105148),AAMH
435,Åslaug Haga (Sp) (105148),AAMH
436,Åslaug Haga (Sp) (105148),AAMH
437,Åslaug Haga (Sp) (105148),AAMH
438,Åslaug Haga (Sp) (105148),AAMH
439,Åslaug Haga (Sp) (105148),AAMH
440,Åslaug Haga (Sp) (105148),AAMH
441,Åslaug Haga (Sp) (105148),AAMH
442,Åslaug Haga (Sp) (105148),AAMH
443,Åslaug Haga (Sp) (105148),AAMH
444,Åslaug Haga (Sp) (105148),AAMH
445,Åslaug Haga (Sp) (105148),AAMH
446,Åslaug Haga (Sp) (105148),AAMH
447,Åslaug Haga (Sp) (105148),AAMH
448,Åslaug Haga (Sp) (105148),AAMH
449,Åslaug Haga (Sp) (105148),AAMH
450,Åslaug Haga (Sp) (105148),AAMH
451,Åslaug Haga (Sp) (105148),AAMH
452,Åslaug Haga (Sp) (105148),AAMH
453,Åslaug Haga (Sp) (105148),AAMH
454,Åslaug Haga (Sp) (105148),AAMH
455,Åslaug Haga (Sp) (105148),AAMH
456,Åslaug Haga (Sp) (105148),AAMH
457,Åslaug Haga (Sp) (105148),AAMH
458,Åslaug Haga (Sp) (105148),AAMH
459,Åslaug Haga (Sp) (105148),AAMH
460,Åslaug Haga (Sp) (105148),AAMH
461,Åslaug Haga (Sp) (105148),AAMH
462,Åslaug Haga (Sp) (105148),AAMH
463,Åslaug Haga (Sp) (105148),AAMH
464,Åslaug Haga (Sp) (105148),AAMH
465,Åslaug Haga (Sp) (105148),AAMH
466,Åslaug Haga (Sp) (105148),AAMH
467,Åslaug Haga (Sp) (105148),AAMH
468,Åslaug Haga (Sp) (105148),AAMH
469,Åslaug Haga (Sp) (105148),AAMH
470,Åslaug Haga (Sp) (105148),AAMH
471,Åslaug Haga (Sp) (105148),AAMH
472,Åslaug Haga (Sp) (105148),AAMH
473,Åslaug Haga (Sp) (105148),AAMH
474,Åslaug Haga (Sp) (105148),AAMH
475,Åslaug Haga (Sp) (105148),AAMH
476,Statsråd Grete Knudsen,GK
477,Statsråd Grete Knudsen,GK
478,Statsråd Grete Knudsen,GK
479,Statsråd Grete Knudsen,GK
480,Statsråd Grete Knudsen,GK
481,Statsråd Grete Knudsen,GK
482,Statsråd Grete Knudsen,GK
483,Statsråd Grete Knudsen,GK
484,Statsråd Grete Knudsen,GK
485,Statsråd Grete Knudsen,GK
486,Statsråd Grete Knudsen,GK
487,Statsråd Grete Knudsen,GK
488,Statsråd Grete Knudsen,GK
489,Statsråd Grete Knudsen,GK
490,Statsråd Grete Knudsen,GK
491,Statsråd Grete Knudsen,GK
492,Statsråd Grete Knudsen,GK
493,Statsråd Grete Knudsen,GK
494,Statsråd Grete Knudsen,GK
495,Statsråd Grete Knudsen,GK
496,Statsråd Grete Knudsen,GK
497,Statsråd Grete Knudsen,GK
498,Statsråd Grete Knudsen,GK
499,Statsråd Grete Knudsen,GK
500,Statsråd Grete Knudsen,GK
501,Sigvald Oppebøen Hansen (A),SOH
502,Sigvald Oppebøen Hansen (A),SOH
503,Sigvald Oppebøen Hansen (A),SOH
504,Sigvald Oppebøen Hansen (A),SOH
505,Sigvald Oppebøen Hansen (A),SOH
506,Sigvald Oppebøen Hansen (A),SOH
507,Sigvald Oppebøen Hansen (A),SOH
508,Sigvald Oppebøen Hansen (A),SOH
509,Sigvald Oppebøen Hansen (A),SOH
510,Sigvald Oppebøen Hansen (A),SOH
511,Sigvald Oppebøen Hansen (A),SOH
512,Sigvald Oppebøen Hansen (A),SOH
513,Sigvald Oppebøen Hansen (A),SOH
514,Sigvald Oppebøen Hansen (A),SOH
515,Sigvald Oppebøen Hansen (A),SOH
516,Sigvald Oppebøen Hansen (A),SOH
517,Gunn Berit Gjerde (V) «,GBG
518,Gunn Berit Gjerde (V) «,GBG
519,Gunn Berit Gjerde (V) «,GBG
520,Gunn Berit Gjerde (V) «,GBG
521,Gunn Berit Gjerde (V) «,GBG
522,Gunn Berit Gjerde (V) «,GBG
523,Gunn Berit Gjerde (V) «,GBG
524,Gunn Berit Gjerde (V) «,GBG
525,Gunn Berit Gjerde (V) «,GBG
526,Lisbet Rugtvedt (SV),LIR
527,Lisbet Rugtvedt (SV),LIR
528,Lisbet Rugtvedt (SV),LIR
529,Lisbet Rugtvedt (SV),LIR
530,Line Kysnes Vennesland (A),LVE
531,Line Kysnes Vennesland (A),LV
532,Line Kysnes Vennesland (A),LVE
533,Line Kysnes Vennesland (A),LV
534,Line Kysnes Vennesland (A),LVE
535,Line Kysnes Vennesland (A),LV
536,Line Kysnes Vennesland (A),LVE
537,Line Kysnes Vennesland (A),LV
538,Line Kysnes Vennesland (A),LVE
539,Line Kysnes Vennesland (A),LV
540,Line Kysnes Vennesland (A),LVE
541,Line Kysnes Vennesland (A),LV
542,Line Kysnes Vennesland (A),LVE
543,Line Kysnes Vennesland (A),LV
544,Line Kysnes Vennesland (A),LVE
545,Line Kysnes Vennesland (A),LV
546,Line Kysnes Vennesland (A),LVE
547,Line Kysnes Vennesland (A),LV
548,Statsråd Helga Pedersen,HPED
549,Statsråd Helga Pedersen,HPED
550,Statsråd Helga Pedersen,HPED
551,Statsråd Helga Pedersen,HPED
552,Statsråd Helga Pedersen,HPED
553,Statsråd Helga Pedersen,HPED
554,Statsråd Helga Pedersen,HPED
555,Statsråd Helga Pedersen,HPED
556,Statsråd Helga Pedersen,HPED
557,Åshild Bruun-Gundersen (FrP),ASKH
558,Åshild Bruun-Gundersen (FrP),ASKH
559,Åshild Bruun-Gundersen (FrP),ASKH
560,Åshild Bruun-Gundersen (FrP),ASKH
561,Hans Frode Kielleand Asmyhr (FrP),HAFA
562,Hans Frode Kielleand Asmyhr (FrP),HAFA
563,Hans Frode Kielleand Asmyhr (FrP),HAFA
564,Hans Frode Kielleand Asmyhr (FrP),HAFA
565,Hans Frode Kielleand Asmyhr (FrP),HAFA
566,Hans Frode Kielleand Asmyhr (FrP),HAFA
567,Hans Frode Kielleand Asmyhr (FrP),HAFA
568,Hans Frode Kielleand Asmyhr (FrP),HAFA
569,Hans Frode Kielleand Asmyhr (FrP),HAFA
570,Magnus Skretting (H),MSKR
571,Magnus Skretting (H),MSKR
572,Magnus Skretting (H),MSKR
573,Magnus Skretting (H),MSKR
574,Finn Kristian Vallersnes (H),FMV
575,Finn Kristian Vallersnes (H),FMV
576,Finn Kristian Vallersnes (H),FMV
577,Finn Kristian Vallersnes (H),FMV
578,Finn Kristian Vallersnes (H),FMV
579,Finn Kristian Vallersnes (H),FMV
580,Finn Kristian Vallersnes (H),FMV
581,Finn Kristian Vallersnes (H),FMV
582,Finn Kristian Vallersnes (H),FMV
583,Ketil-Solvik Olsen (FrP),KETS
584,Ketil-Solvik Olsen (FrP),KETS
585,Ketil-Solvik Olsen (FrP),KETS
586,Ketil-Solvik Olsen (FrP),KETS
587,Ketil-Solvik Olsen (FrP),KETS
588,Ketil-Solvik Olsen (FrP),KETS
589,Ketil-Solvik Olsen (FrP),KETS
590,Ketil-Solvik Olsen (FrP),KETS
591,Ketil-Solvik Olsen (FrP),KETS
592,Ketil-Solvik Olsen (FrP),KETS
593,Ketil-Solvik Olsen (FrP),KETS
594,Ketil-Solvik Olsen (FrP),KETS
595,Ketil-Solvik Olsen (FrP),KETS
596,Ketil-Solvik Olsen (FrP),KETS
597,Ketil-Solvik Olsen (FrP),KETS
598,Ketil-Solvik Olsen (FrP),KETS
599,Ketil-Solvik Olsen (FrP),KETS
600,Ketil-Solvik Olsen (FrP),KETS
601,Ketil-Solvik Olsen (FrP),KETS
602,Ketil-Solvik Olsen (FrP),KETS
603,Ketil-Solvik Olsen (FrP),KETS
604,Ketil-Solvik Olsen (FrP),KETS
605,Ketil-Solvik Olsen (FrP),KETS
606,Ketil-Solvik Olsen (FrP),KETS
607,Ketil-Solvik Olsen (FrP),KETS
608,Ketil-Solvik Olsen (FrP),KETS
609,Ketil-Solvik Olsen (FrP),KETS
610,Ketil-Solvik Olsen (FrP),KETS
611,Ketil-Solvik Olsen (FrP),KETS
612,Ketil-Solvik Olsen (FrP),KETS
613,Ketil-Solvik Olsen (FrP),KETS
614,Ketil-Solvik Olsen (FrP),KETS
615,Ketil-Solvik Olsen (FrP),KETS
616,Ketil-Solvik Olsen (FrP),KETS
617,Ketil-Solvik Olsen (FrP),KETS
618,Ketil-Solvik Olsen (FrP),KETS
619,Annelise Høegh (H),ANH
620,Annelise Høegh (H),ANH
621,Annelise Høegh (H),ANH
622,Annelise Høegh (H),ANH
623,Annelise Høegh (H),ANH
624,Annelise Høegh (H),ANH
625,Annelise Høegh (H),ANH
626,Annelise Høegh (H),ANH
627,Annelise Høegh (H),ANH
628,Kjetil Bjørklund (SV),KJEB
629,Kjetil Bjørklund (SV),KJEB
630,Kjetil Bjørklund (SV),KJEB
631,Kjetil Bjørklund (SV),KJEB
632,Første visepresident Øyvind Korsberg,OYK
633,Første visepresident Øyvind Korsberg,OYK
634,Første visepresident Øyvind Korsberg,OYK
635,Første visepresident Øyvind Korsberg,OYK
636,Første visepresident Øyvind Korsberg,OYK
637,Første visepresident Øyvind Korsberg,OYK
638,Første visepresident Øyvind Korsberg,OYK
639,Første visepresident Øyvind Korsberg,OYK
640,Første visepresident Øyvind Korsberg,OYK
641,Første visepresident Øyvind Korsberg,OYK
642,Første visepresident Øyvind Korsberg,OYK
643,Første visepresident Øyvind Korsberg,OYK
644,Første visepresident Øyvind Korsberg,OYK
645,Første visepresident Øyvind Korsberg,OYK
646,Første visepresident Øyvind Korsberg,OYK
647,Første visepresident Øyvind Korsberg,OYK
648,Første visepresident Øyvind Korsberg,OYK
649,Første visepresident Øyvind Korsberg,OYK
650,Første visepresident Øyvind Korsberg,OYK
651,Første visepresident Øyvind Korsberg,OYK
652,Første visepresident Øyvind Korsberg,OYK
653,Første visepresident Øyvind Korsberg,OYK
654,Første visepresident Øyvind Korsberg,OYK
655,Første visepresident Øyvind Korsberg,OYK
656,Første visepresident Øyvind Korsberg,OYK
657,Mani Hussaini (A),MHU
658,Mani Hussaini (A),MHU
659,Mani Hussaini (A),MHU
660,Mani Hussaini (A),MHU
661,Linda Hofstad Helleland (H),LCH
662,Linda Hofstad Helleland (H),LCH
663,Linda Hofstad Helleland (H),LCH
664,Linda Hofstad Helleland (H),LCH
665,Linda Hofstad Helleland (H),LCH
